Subscription date;Subscription prices;Product category;Product name;Region;Country;City;Domain name
14/05/2011;2000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Chicago;Services professionnels (conseil, comptabilité, juridique)
11/03/2015;2000;Digital Experience Monitoring;Speed Analysis;South America;Brazil;Rio de Janeiro;Automobile et transport
02/07/2009;2000;Digital Experience Analytics;Journey Analysis;South America;Colombia;Barranquilla;Sports et loisirs
22/05/2018;500;Key Capabilities;Mobile App Analytics;North America;Canada;Calgary;Santé et soins de santé
28/01/2015;500;Product Analytics;User Segments;Asia;Japan;Osaka;Santé et soins de santé
28/09/2023;10000;Product Analytics;User Segments;Asia;Saudi Arabia;Mecca;Médias et divertissement
29/11/2017;2000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Italy;Palermo;Services financiers et bancaires
02/02/2023;2000;Product Analytics;User Segments;Europe;Germany;Berlin;Sports et loisirs
18/06/2014;2000;Digital Experience Monitoring;Frustration Scoring;North America;Canada;Calgary;Sports et loisirs
18/09/2016;1000;Key Capabilities;Impact Quantification;Asia;Japan;Osaka;Commerce de détail et e-commerce
04/08/2017;2000;Product Analytics;User Segments;North America;United States;Houston;Services professionnels (conseil, comptabilité, juridique)
17/08/2021;1000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Cuba;Santa Clara;Commerce de détail et e-commerce
11/09/2018;2000;Digital Experience Analytics;Journey Analysis;South America;Brazil;São Paulo;Sports et loisirs
22/06/2011;10000;Product Analytics;User Segments;Europe;France;Paris;Santé et soins de santé
23/12/2020;5000;Digital Experience Analytics;Merchandising;North America;United States;Los Angeles;Santé et soins de santé
15/01/2023;1000;Product Analytics;Cross-Session;Europe;Italy;Turin;Commerce de détail et e-commerce
10/11/2023;500;Digital Experience Analytics;Journey Analysis;North America;Canada;Montreal;Médias et divertissement
28/06/2020;1000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Canada;Vancouver;Télécommunications
21/07/2017;5000;Digital Experience Analytics;Journey Analysis;Europe;United Kingdom;Glasgow;Médias et divertissement
20/11/2008;5000;Key Capabilities;Session Replay;Asia;China;Guangzhou;Éducation et formation
30/05/2011;2000;Product Analytics;User Segments;North America;United States;Chicago;Automobile et transport
14/10/2018;500;Digital Experience Analytics;Journey Analysis;Asia;Japan;Tokyo;Automobile et transport
14/10/2016;1000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Canada;Calgary;Tourisme et voyage
05/12/2012;2000;Product Analytics;User Segments;Europe;Spain;Madrid;Santé et soins de santé
07/12/2016;5000;Digital Experience Analytics;Journey Analysis;North America;Canada;Montreal;Commerce de détail et e-commerce
25/11/2008;500;Product Analytics;Cross-Session;South America;Brazil;Fortaleza;Médias et divertissement
28/12/2021;500;Key Capabilities;Impact Quantification;South America;Argentina;Buenos Aires;Automobile et transport
14/01/2016;2000;Key Capabilities;Session Replay;North America;United States;Chicago;Tourisme et voyage
12/12/2022;10000;Key Capabilities;Impact Quantification;Asia;Japan;Nagoya;Tourisme et voyage
11/11/2009;10000;Digital Experience Analytics;Journey Analysis;South America;Peru;Lima;Automobile et transport
09/11/2012;10000;Digital Experience Analytics;Zone-Based Heatmaps;Asia;South Korea;Busan;Éducation et formation
17/05/2016;10000;Product Analytics;User Segments;Africa;Egypt;Giza;Tourisme et voyage
08/11/2021;5000;Digital Experience Analytics;Merchandising;North America;Canada;Ottawa;Télécommunications
14/08/2014;1000;Product Analytics;User Segments;Europe;Italy;Turin;Tourisme et voyage
01/12/2012;1000;Digital Experience Monitoring;Speed Analysis;Europe;United Kingdom;Liverpool;Services professionnels (conseil, comptabilité, juridique)
25/02/2018;500;Product Analytics;User Segments;South America;Brazil;Salvador;Télécommunications
14/07/2020;1000;Digital Experience Analytics;Zone-Based Heatmaps;Asia;India;Bangalore;Automobile et transport
21/06/2014;2000;Key Capabilities;Session Replay;Europe;United Kingdom;Glasgow;Automobile et transport
30/09/2012;10000;Digital Experience Monitoring;Error Analysis;North America;Jamaica;Montego Bay;Services professionnels (conseil, comptabilité, juridique)
22/06/2013;5000;Product Analytics;Retention Analytics;North America;Canada;Montreal;Automobile et transport
16/06/2013;2000;Digital Experience Analytics;Zone-Based Heatmaps;South America;Argentina;Rosario;Santé et soins de santé
06/03/2013;5000;Digital Experience Analytics;Zone-Based Heatmaps;Asia;South Korea;Seoul;Services financiers et bancaires
24/03/2010;500;Key Capabilities;Session Replay;Europe;France;Marseille;Sports et loisirs
06/01/2016;1000;Digital Experience Analytics;Journey Analysis;Europe;United Kingdom;Liverpool;Commerce de détail et e-commerce
09/03/2021;500;Digital Experience Monitoring;Frustration Scoring;Asia;China;Chengdu;Services professionnels (conseil, comptabilité, juridique)
14/12/2020;5000;Product Analytics;User Segments;Europe;Italy;Turin;Commerce de détail et e-commerce
13/05/2019;5000;Digital Experience Monitoring;Speed Analysis;North America;United States;Los Angeles;Médias et divertissement
20/02/2016;5000;Product Analytics;User Segments;Europe;Germany;Berlin;Tourisme et voyage
17/01/2016;500;Key Capabilities;Impact Quantification;Europe;Italy;Palermo;Tourisme et voyage
18/05/2013;500;Digital Experience Analytics;Journey Analysis;North America;United States;Los Angeles;Services professionnels (conseil, comptabilité, juridique)
02/02/2016;10000;Digital Experience Analytics;Zone-Based Heatmaps;Asia;China;Guangzhou;Éducation et formation
18/11/2021;2000;Digital Experience Monitoring;Speed Analysis;Asia;Japan;Tokyo;Sports et loisirs
02/02/2021;1000;Product Analytics;Retention Analytics;Africa;Nigeria;Kano;Sports et loisirs
25/05/2008;10000;Key Capabilities;Mobile App Analytics;Europe;Italy;Rome;Télécommunications
07/08/2013;2000;Product Analytics;User Segments;Asia;India;Bangalore;Services professionnels (conseil, comptabilité, juridique)
25/08/2019;5000;Product Analytics;User Segments;Europe;Germany;Cologne;Commerce de détail et e-commerce
15/10/2008;2000;Digital Experience Monitoring;Speed Analysis;South America;Colombia;Barranquilla;Commerce de détail et e-commerce
09/11/2023;2000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Spain;Madrid;Tourisme et voyage
16/08/2016;2000;Digital Experience Monitoring;Speed Analysis;Europe;Germany;Frankfurt;Automobile et transport
18/05/2021;500;Digital Experience Monitoring;Speed Analysis;Europe;Germany;Berlin;Santé et soins de santé
13/11/2010;1000;Product Analytics;Cross-Session;South America;Colombia;Cali;Médias et divertissement
27/11/2022;1000;Digital Experience Monitoring;Frustration Scoring;North America;Canada;Toronto;Télécommunications
14/11/2020;500;Digital Experience Monitoring;Speed Analysis;North America;Canada;Montreal;Automobile et transport
02/07/2020;500;Digital Experience Analytics;Zone-Based Heatmaps;Asia;South Korea;Busan;Commerce de détail et e-commerce
29/12/2017;5000;Digital Experience Analytics;Journey Analysis;Europe;United Kingdom;Liverpool;Commerce de détail et e-commerce
20/03/2010;2000;Digital Experience Monitoring;Speed Analysis;Europe;Germany;Munich;Commerce de détail et e-commerce
17/04/2023;5000;Digital Experience Analytics;Merchandising;South America;Argentina;Córdoba;Services professionnels (conseil, comptabilité, juridique)
03/10/2009;10000;Digital Experience Monitoring;Frustration Scoring;Asia;South Korea;Seoul;Services professionnels (conseil, comptabilité, juridique)
05/02/2014;500;Digital Experience Monitoring;Speed Analysis;North America;Canada;Montreal;Tourisme et voyage
10/09/2011;5000;Digital Experience Monitoring;Speed Analysis;North America;Canada;Toronto;Automobile et transport
19/11/2010;2000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Italy;Palermo;Médias et divertissement
26/11/2015;10000;Product Analytics;User Segments;North America;Canada;Toronto;Médias et divertissement
20/10/2011;5000;Key Capabilities;Mobile App Analytics;Europe;Italy;Milan;Sports et loisirs
28/02/2020;2000;Product Analytics;User Segments;Europe;Spain;Barcelona;Santé et soins de santé
14/04/2012;2000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Canada;Calgary;Télécommunications
21/07/2017;2000;Digital Experience Analytics;Zone-Based Heatmaps;South America;Argentina;Rosario;Médias et divertissement
22/11/2015;2000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Houston;Services professionnels (conseil, comptabilité, juridique)
09/09/2023;10000;Digital Experience Monitoring;Frustration Scoring;South America;Brazil;Brasília;Services financiers et bancaires
23/10/2012;1000;Digital Experience Monitoring;Speed Analysis;Europe;Spain;Seville;Santé et soins de santé
10/02/2013;10000;Key Capabilities;Session Replay;Asia;China;Shenzhen;Commerce de détail et e-commerce
12/07/2017;1000;Key Capabilities;Impact Quantification;Asia;South Korea;Busan;Médias et divertissement
03/08/2016;5000;Digital Experience Analytics;Journey Analysis;Asia;India;Mumbai;Télécommunications
05/12/2015;5000;Product Analytics;User Segments;North America;Canada;Toronto;Commerce de détail et e-commerce
01/03/2018;1000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;New York City;Santé et soins de santé
12/07/2020;10000;Product Analytics;Cross-Session;Asia;Saudi Arabia;Dammam;Commerce de détail et e-commerce
27/08/2020;1000;Key Capabilities;Impact Quantification;North America;United States;Houston;Santé et soins de santé
20/09/2017;5000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Phoenix;Tourisme et voyage
08/02/2014;2000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Los Angeles;Automobile et transport
22/06/2019;2000;Product Analytics;User Segments;Europe;France;Toulouse;Automobile et transport
27/01/2009;500;Key Capabilities;Session Replay;Asia;China;Beijing;Commerce de détail et e-commerce
06/02/2015;500;Product Analytics;User Segments;Europe;United Kingdom;Birmingham;Éducation et formation
11/04/2018;2000;Digital Experience Monitoring;Error Analysis;Asia;India;Bangalore;Sports et loisirs
02/08/2017;1000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;United Kingdom;London;Médias et divertissement
29/12/2020;5000;Product Analytics;User Segments;Asia;South Korea;Daegu;Médias et divertissement
03/03/2023;5000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Spain;Seville;Télécommunications
13/01/2015;10000;Product Analytics;Retention Analytics;Europe;United Kingdom;Glasgow;Éducation et formation
07/04/2021;10000;Product Analytics;Retention Analytics;North America;Canada;Ottawa;Services professionnels (conseil, comptabilité, juridique)
26/04/2012;10000;Product Analytics;User Segments;Asia;Japan;Sapporo;Automobile et transport
20/01/2009;1000;Product Analytics;User Segments;North America;Canada;Toronto;Médias et divertissement
23/09/2012;5000;Digital Experience Analytics;Journey Analysis;Europe;Germany;Berlin;Commerce de détail et e-commerce
12/01/2022;2000;Digital Experience Monitoring;Speed Analysis;Asia;Saudi Arabia;Riyadh;Santé et soins de santé
22/09/2010;2000;Digital Experience Monitoring;Frustration Scoring;Asia;China;Shenzhen;Commerce de détail et e-commerce
23/04/2014;5000;Product Analytics;User Segments;Europe;Spain;Zaragoza;Automobile et transport
08/12/2010;1000;Digital Experience Monitoring;Speed Analysis;Europe;Italy;Milan;Services financiers et bancaires
02/03/2016;500;Key Capabilities;Mobile App Analytics;North America;Canada;Ottawa;Éducation et formation
27/11/2008;1000;Digital Experience Analytics;Journey Analysis;Asia;Japan;Nagoya;Médias et divertissement
11/03/2023;5000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Italy;Turin;Automobile et transport
29/07/2008;10000;Digital Experience Monitoring;Speed Analysis;Europe;France;Marseille;Éducation et formation
25/06/2009;500;Key Capabilities;Impact Quantification;North America;Jamaica;Kingston;Médias et divertissement
09/04/2018;500;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Germany;Cologne;Santé et soins de santé
17/06/2018;2000;Digital Experience Monitoring;Speed Analysis;Asia;Saudi Arabia;Dammam;Santé et soins de santé
06/05/2021;500;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Houston;Télécommunications
18/01/2016;1000;Digital Experience Monitoring;Speed Analysis;Europe;France;Lyon;Médias et divertissement
08/10/2011;1000;Digital Experience Analytics;Journey Analysis;North America;United States;Houston;Médias et divertissement
03/02/2009;500;Digital Experience Analytics;Zone-Based Heatmaps;Asia;China;Shanghai;Éducation et formation
05/01/2024;5000;Key Capabilities;Mobile App Analytics;North America;Jamaica;Portmore;Médias et divertissement
22/12/2009;500;Product Analytics;User Segments;Africa;Egypt;Suez;Éducation et formation
16/03/2015;5000;Product Analytics;Retention Analytics;South America;Colombia;Cartagena;Santé et soins de santé
16/10/2011;10000;Key Capabilities;Impact Quantification;South America;Brazil;Rio de Janeiro;Services professionnels (conseil, comptabilité, juridique)
21/11/2019;1000;Key Capabilities;Mobile App Analytics;North America;United States;Phoenix;Tourisme et voyage
14/10/2014;10000;Digital Experience Analytics;Journey Analysis;Asia;India;New Delhi;Commerce de détail et e-commerce
02/06/2013;5000;Digital Experience Monitoring;Speed Analysis;Europe;France;Nice;Santé et soins de santé
22/11/2016;500;Digital Experience Analytics;Zone-Based Heatmaps;Asia;China;Chengdu;Médias et divertissement
13/12/2017;2000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Chicago;Santé et soins de santé
16/05/2022;5000;Key Capabilities;Impact Quantification;North America;Canada;Calgary;Médias et divertissement
28/02/2017;5000;Product Analytics;User Segments;Europe;France;Nice;Télécommunications
21/01/2010;500;Digital Experience Analytics;Merchandising;North America;Canada;Ottawa;Services financiers et bancaires
07/12/2008;1000;Product Analytics;Retention Analytics;Europe;Italy;Turin;Sports et loisirs
08/03/2020;500;Digital Experience Analytics;Journey Analysis;Europe;France;Lyon;Éducation et formation
11/03/2010;500;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;New York City;Services financiers et bancaires
25/09/2023;500;Product Analytics;User Segments;Europe;Spain;Barcelona;Services professionnels (conseil, comptabilité, juridique)
23/02/2022;1000;Digital Experience Analytics;Zone-Based Heatmaps;South America;Colombia;Cartagena;Médias et divertissement
26/08/2023;500;Digital Experience Analytics;Zone-Based Heatmaps;Asia;India;New Delhi;Services financiers et bancaires
05/08/2011;5000;Digital Experience Monitoring;Speed Analysis;Europe;Spain;Barcelona;Éducation et formation
29/06/2013;10000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Canada;Calgary;Médias et divertissement
19/12/2016;500;Digital Experience Analytics;Zone-Based Heatmaps;North America;Canada;Montreal;Éducation et formation
25/05/2010;5000;Digital Experience Analytics;Merchandising;North America;Mexico;Mexico City;Services financiers et bancaires
03/12/2021;1000;Digital Experience Analytics;Zone-Based Heatmaps;Africa;Nigeria;Port Harcourt;Télécommunications
30/05/2023;5000;Key Capabilities;Mobile App Analytics;North America;Canada;Montreal;Automobile et transport
23/03/2022;2000;Product Analytics;Cross-Session;North America;United States;Chicago;Services financiers et bancaires
06/03/2019;1000;Key Capabilities;Impact Quantification;North America;Mexico;Tijuana;Tourisme et voyage
05/02/2023;2000;Product Analytics;User Segments;South America;Argentina;Córdoba;Services financiers et bancaires
27/12/2015;5000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Los Angeles;Éducation et formation
10/12/2012;500;Digital Experience Analytics;Journey Analysis;North America;Canada;Calgary;Éducation et formation
26/12/2011;1000;Product Analytics;User Segments;North America;Mexico;Monterrey;Automobile et transport
07/04/2013;10000;Product Analytics;User Segments;North America;Canada;Toronto;Médias et divertissement
12/07/2012;2000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Canada;Toronto;Automobile et transport
06/12/2023;2000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Canada;Ottawa;Santé et soins de santé
05/06/2011;500;Digital Experience Analytics;Journey Analysis;South America;Brazil;São Paulo;Automobile et transport
13/12/2009;10000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;France;Nice;Sports et loisirs
23/06/2016;5000;Product Analytics;User Segments;North America;United States;New York City;Médias et divertissement
23/04/2012;2000;Digital Experience Monitoring;Speed Analysis;Europe;Spain;Valencia;Télécommunications
14/11/2018;5000;Digital Experience Analytics;Merchandising;North America;United States;Phoenix;Santé et soins de santé
15/04/2022;10000;Product Analytics;User Segments;North America;Jamaica;Kingston;Médias et divertissement
31/03/2022;1000;Key Capabilities;Mobile App Analytics;North America;Canada;Vancouver;Services financiers et bancaires
21/11/2014;10000;Product Analytics;User Segments;Europe;Italy;Rome;Sports et loisirs
17/06/2015;5000;Product Analytics;User Segments;Asia;South Korea;Seoul;Télécommunications
25/08/2017;10000;Digital Experience Analytics;Journey Analysis;Asia;China;Shanghai;Tourisme et voyage
04/06/2010;1000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Spain;Seville;Sports et loisirs
20/11/2016;500;Digital Experience Monitoring;Speed Analysis;Europe;Germany;Hamburg;Médias et divertissement
04/09/2008;10000;Product Analytics;Retention Analytics;Europe;Spain;Madrid;Éducation et formation
31/05/2015;500;Product Analytics;User Segments;Europe;United Kingdom;Birmingham;Automobile et transport
05/04/2022;500;Product Analytics;Retention Analytics;Africa;Kenya;Nakuru;Télécommunications
28/04/2013;5000;Product Analytics;Retention Analytics;Asia;India;Bangalore;Éducation et formation
15/07/2019;10000;Digital Experience Monitoring;Speed Analysis;South America;Brazil;Brasília;Services financiers et bancaires
05/03/2024;2000;Digital Experience Analytics;Journey Analysis;Asia;Japan;Osaka;Santé et soins de santé
17/11/2016;10000;Digital Experience Monitoring;Speed Analysis;Africa;Nigeria;Lagos;Services professionnels (conseil, comptabilité, juridique)
06/12/2014;1000;Key Capabilities;Mobile App Analytics;Europe;Spain;Valencia;Éducation et formation
13/12/2021;1000;Key Capabilities;Mobile App Analytics;North America;Mexico;Monterrey;Santé et soins de santé
08/08/2015;1000;Digital Experience Analytics;Zone-Based Heatmaps;Africa;Egypt;Giza;Services professionnels (conseil, comptabilité, juridique)
23/12/2015;5000;Digital Experience Analytics;Journey Analysis;Asia;China;Chengdu;Santé et soins de santé
29/03/2024;500;Digital Experience Monitoring;Frustration Scoring;Europe;Italy;Turin;Services financiers et bancaires
16/07/2010;5000;Product Analytics;Retention Analytics;North America;Canada;Ottawa;Services financiers et bancaires
27/05/2012;10000;Digital Experience Monitoring;Speed Analysis;Europe;United Kingdom;London;Sports et loisirs
04/02/2016;10000;Key Capabilities;Mobile App Analytics;Africa;Egypt;Alexandria;Télécommunications
11/12/2008;10000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Spain;Valencia;Tourisme et voyage
05/10/2015;500;Digital Experience Analytics;Journey Analysis;North America;United States;Houston;Sports et loisirs
05/10/2009;10000;Product Analytics;User Segments;North America;United States;Houston;Commerce de détail et e-commerce
15/06/2008;2000;Digital Experience Analytics;Journey Analysis;North America;United States;Phoenix;Santé et soins de santé
30/03/2023;2000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Italy;Turin;Commerce de détail et e-commerce
20/04/2015;5000;Product Analytics;User Segments;Europe;United Kingdom;Manchester;Sports et loisirs
06/05/2009;2000;Product Analytics;Cross-Session;Asia;India;Kolkata;Services financiers et bancaires
10/11/2020;5000;Digital Experience Analytics;Merchandising;Europe;Spain;Seville;Sports et loisirs
31/08/2008;500;Key Capabilities;Mobile App Analytics;North America;Cuba;Havana;Sports et loisirs
30/03/2015;1000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Canada;Toronto;Sports et loisirs
04/10/2018;1000;Product Analytics;Retention Analytics;North America;Mexico;Tijuana;Télécommunications
16/10/2013;10000;Key Capabilities;Mobile App Analytics;Europe;Spain;Zaragoza;Médias et divertissement
30/05/2022;1000;Key Capabilities;Session Replay;North America;Canada;Calgary;Tourisme et voyage
13/06/2009;500;Digital Experience Monitoring;Speed Analysis;South America;Brazil;São Paulo;Télécommunications
07/11/2021;10000;Digital Experience Analytics;Merchandising;North America;Canada;Montreal;Services professionnels (conseil, comptabilité, juridique)
26/01/2014;500;Product Analytics;Retention Analytics;Europe;France;Toulouse;Automobile et transport
22/07/2018;10000;Digital Experience Analytics;Journey Analysis;Europe;United Kingdom;Glasgow;Éducation et formation
23/12/2010;5000;Product Analytics;User Segments;Europe;Germany;Berlin;Sports et loisirs
21/04/2011;5000;Product Analytics;Cross-Session;Asia;Japan;Sapporo;Tourisme et voyage
04/09/2011;500;Digital Experience Monitoring;Frustration Scoring;South America;Argentina;Buenos Aires;Services financiers et bancaires
24/04/2009;2000;Key Capabilities;Mobile App Analytics;Europe;France;Lyon;Sports et loisirs
06/05/2018;10000;Key Capabilities;Mobile App Analytics;Europe;United Kingdom;Glasgow;Commerce de détail et e-commerce
20/05/2015;500;Product Analytics;User Segments;North America;Canada;Ottawa;Services financiers et bancaires
07/09/2018;500;Product Analytics;Retention Analytics;Europe;Spain;Barcelona;Santé et soins de santé
08/11/2014;10000;Key Capabilities;Mobile App Analytics;South America;Colombia;Cali;Services financiers et bancaires
08/05/2009;10000;Product Analytics;User Segments;Africa;Nigeria;Lagos;Santé et soins de santé
20/11/2010;2000;Product Analytics;User Segments;Europe;France;Nice;Sports et loisirs
24/11/2018;500;Key Capabilities;Mobile App Analytics;Europe;Spain;Madrid;Éducation et formation
11/10/2019;2000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Chicago;Tourisme et voyage
16/07/2012;10000;Digital Experience Analytics;Zone-Based Heatmaps;Asia;South Korea;Incheon;Télécommunications
18/04/2017;10000;Digital Experience Analytics;Journey Analysis;North America;United States;Chicago;Tourisme et voyage
03/05/2022;1000;Digital Experience Monitoring;Error Analysis;North America;United States;Los Angeles;Médias et divertissement
28/09/2023;500;Digital Experience Analytics;Journey Analysis;North America;United States;Phoenix;Sports et loisirs
28/04/2014;500;Digital Experience Analytics;Zone-Based Heatmaps;North America;Mexico;Tijuana;Santé et soins de santé
30/06/2009;500;Product Analytics;Cross-Session;South America;Brazil;São Paulo;Tourisme et voyage
23/01/2022;500;Product Analytics;User Segments;North America;United States;Houston;Services professionnels (conseil, comptabilité, juridique)
10/09/2013;10000;Key Capabilities;Session Replay;North America;United States;New York City;Services financiers et bancaires
15/07/2009;2000;Key Capabilities;Mobile App Analytics;Europe;Spain;Barcelona;Sports et loisirs
16/07/2009;500;Digital Experience Analytics;Journey Analysis;Europe;Germany;Cologne;Tourisme et voyage
26/05/2019;1000;Product Analytics;Retention Analytics;South America;Brazil;Salvador;Éducation et formation
07/03/2009;2000;Key Capabilities;Session Replay;South America;Argentina;Buenos Aires;Télécommunications
17/11/2013;1000;Product Analytics;User Segments;North America;Mexico;Monterrey;Tourisme et voyage
13/02/2017;1000;Product Analytics;User Segments;Asia;China;Chengdu;Services professionnels (conseil, comptabilité, juridique)
18/04/2021;5000;Product Analytics;User Segments;Asia;Japan;Yokohama;Automobile et transport
23/05/2023;2000;Product Analytics;User Segments;Europe;United Kingdom;London;Télécommunications
10/09/2022;5000;Digital Experience Analytics;Merchandising;Europe;France;Lyon;Automobile et transport
02/01/2016;1000;Digital Experience Analytics;Journey Analysis;South America;Argentina;Mendoza;Médias et divertissement
29/10/2019;2000;Product Analytics;User Segments;Asia;India;Chennai;Services professionnels (conseil, comptabilité, juridique)
21/05/2008;10000;Digital Experience Analytics;Journey Analysis;South America;Brazil;Brasília;Commerce de détail et e-commerce
29/01/2014;5000;Key Capabilities;Session Replay;North America;United States;Houston;Sports et loisirs
16/03/2021;2000;Key Capabilities;Session Replay;North America;Canada;Vancouver;Sports et loisirs
21/03/2018;10000;Product Analytics;User Segments;North America;Canada;Montreal;Commerce de détail et e-commerce
17/11/2008;10000;Product Analytics;Cross-Session;North America;Canada;Montreal;Services financiers et bancaires
31/08/2019;10000;Digital Experience Analytics;Zone-Based Heatmaps;North America;Mexico;Guadalajara;Éducation et formation
06/05/2008;1000;Product Analytics;Cross-Session;South America;Brazil;Brasília;Services professionnels (conseil, comptabilité, juridique)
05/03/2019;5000;Digital Experience Monitoring;Frustration Scoring;Europe;Germany;Cologne;Médias et divertissement
21/02/2011;1000;Digital Experience Monitoring;Speed Analysis;Africa;Nigeria;Kaduna;Sports et loisirs
07/04/2016;500;Digital Experience Analytics;Journey Analysis;Europe;United Kingdom;London;Automobile et transport
03/08/2017;2000;Product Analytics;User Segments;Europe;Germany;Cologne;Commerce de détail et e-commerce
18/04/2017;1000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Houston;Commerce de détail et e-commerce
29/06/2009;10000;Digital Experience Monitoring;Speed Analysis;South America;Colombia;Barranquilla;Tourisme et voyage
19/07/2023;1000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Italy;Turin;Tourisme et voyage
05/03/2009;500;Product Analytics;User Segments;Africa;Ethiopia;Gondar;Automobile et transport
30/11/2023;2000;Digital Experience Monitoring;Error Analysis;South America;Argentina;Córdoba;Tourisme et voyage
03/09/2018;5000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;France;Paris;Médias et divertissement
10/09/2022;10000;Key Capabilities;Mobile App Analytics;North America;Canada;Vancouver;Commerce de détail et e-commerce
07/02/2017;500;Digital Experience Monitoring;Speed Analysis;North America;Cuba;Santiago de Cuba;Services professionnels (conseil, comptabilité, juridique)
16/04/2018;500;Digital Experience Analytics;Merchandising;North America;United States;Chicago;Services financiers et bancaires
08/02/2019;10000;Product Analytics;User Segments;North America;United States;Los Angeles;Services financiers et bancaires
31/10/2009;5000;Key Capabilities;Mobile App Analytics;South America;Colombia;Medellín;Santé et soins de santé
06/03/2023;500;Product Analytics;User Segments;North America;United States;Los Angeles;Automobile et transport
23/11/2014;500;Digital Experience Monitoring;Frustration Scoring;Europe;United Kingdom;Glasgow;Commerce de détail et e-commerce
24/11/2012;5000;Product Analytics;User Segments;Europe;Germany;Frankfurt;Santé et soins de santé
27/01/2012;10000;Digital Experience Monitoring;Speed Analysis;North America;United States;Los Angeles;Télécommunications
23/02/2020;500;Digital Experience Analytics;Zone-Based Heatmaps;North America;Mexico;Guadalajara;Automobile et transport
06/12/2022;500;Key Capabilities;Impact Quantification;North America;United States;Los Angeles;Commerce de détail et e-commerce
12/11/2008;1000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Chicago;Services financiers et bancaires
22/02/2023;10000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;France;Nice;Automobile et transport
22/04/2009;500;Key Capabilities;Session Replay;Europe;Italy;Rome;Commerce de détail et e-commerce
25/05/2022;10000;Key Capabilities;Mobile App Analytics;Europe;United Kingdom;London;Médias et divertissement
30/09/2021;10000;Digital Experience Analytics;Zone-Based Heatmaps;Asia;Japan;Sapporo;Médias et divertissement
09/10/2021;10000;Product Analytics;Cross-Session;South America;Brazil;Rio de Janeiro;Médias et divertissement
18/11/2021;5000;Digital Experience Monitoring;Speed Analysis;Asia;China;Beijing;Services financiers et bancaires
09/04/2011;5000;Product Analytics;User Segments;North America;United States;Los Angeles;Automobile et transport
28/10/2016;10000;Key Capabilities;Impact Quantification;Asia;Japan;Sapporo;Santé et soins de santé
30/01/2011;1000;Digital Experience Analytics;Zone-Based Heatmaps;North America;United States;Houston;Santé et soins de santé
15/12/2019;500;Key Capabilities;Mobile App Analytics;North America;Jamaica;Portmore;Télécommunications
25/06/2019;2000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;Italy;Naples;Commerce de détail et e-commerce
07/01/2009;10000;Key Capabilities;Session Replay;North America;United States;Houston;Services professionnels (conseil, comptabilité, juridique)
14/03/2024;1000;Digital Experience Analytics;Zone-Based Heatmaps;Europe;France;Marseille;Tourisme et voyage
06/06/2018;10000;Key Capabilities;Mobile App Analytics;North America;Cuba;Santa Clara;Télécommunications
21/07/2010;10000;Digital Experience Analytics;Zone-Based Heatmaps;Asia;South Korea;Incheon;Sports et loisirs
27/09/2022;5000;Product Analytics;Retention Analytics;Europe;United Kingdom;Liverpool;Tourisme et voyage
12/06/2023;1000;Product Analytics;Cross-Session;Europe;United Kingdom;Birmingham;Santé et soins de santé
31/07/2019;500;Digital Experience Monitoring;Speed Analysis;North America;United States;Chicago;Commerce de détail et e-commerce
04/01/2010;5000;Product Analytics;Cross-Session;North America;Jamaica;Kingston;Commerce de détail et e-commerce
